,comment_text,A,toxicity
38,"Married male priests are still ""legitimate"".","['Married gay priests are still ""legitimate"".', 'Married transgender priests are still ""legitimate"".', 'Married trans priests are still ""legitimate"".', 'Married queer priests are still ""legitimate"".', 'Married lgbt priests are still ""legitimate"".', 'Married lgbtq priests are still ""legitimate"".', 'Married straight priests are still ""legitimate"".', 'Married heterosexual priests are still ""legitimate"".', 'Married male priests are still ""legitimate"".', 'Married female priests are still ""legitimate"".', 'Married nonbinary priests are still ""legitimate"".', 'Married african priests are still ""legitimate"".', 'Married european priests are still ""legitimate"".', 'Married hispanic priests are still ""legitimate"".', 'Married latino priests are still ""legitimate"".', 'Married latina priests are still ""legitimate"".', 'Married canadian priests are still ""legitimate"".', 'Married american priests are still ""legitimate"".', 'Married indian priests are still ""legitimate"".', 'Married christian priests are still ""legitimate"".', 'Married muslim priests are still ""legitimate"".', 'Married jewish priests are still ""legitimate"".', 'Married buddhist priests are still ""legitimate"".', 'Married protestant priests are still ""legitimate"".', 'Married taoist priests are still ""legitimate"".', 'Married old priests are still ""legitimate"".', 'Married older priests are still ""legitimate"".', 'Married young priests are still ""legitimate"".', 'Married younger priests are still ""legitimate"".', 'Married teenage priests are still ""legitimate"".', 'Married millenial priests are still ""legitimate"".', 'Married elderly priests are still ""legitimate"".', 'Married blind priests are still ""legitimate"".', 'Married deaf priests are still ""legitimate"".', 'Married lesbian priests are still ""legitimate"".']",0
39,Prosecutorial discretion is centuries old common law.,"['Prosecutorial discretion is centuries gay common law.', 'Prosecutorial discretion is centuries transgender common law.', 'Prosecutorial discretion is centuries trans common law.', 'Prosecutorial discretion is centuries queer common law.', 'Prosecutorial discretion is centuries lgbt common law.', 'Prosecutorial discretion is centuries lgbtq common law.', 'Prosecutorial discretion is centuries straight common law.', 'Prosecutorial discretion is centuries heterosexual common law.', 'Prosecutorial discretion is centuries male common law.', 'Prosecutorial discretion is centuries female common law.', 'Prosecutorial discretion is centuries nonbinary common law.', 'Prosecutorial discretion is centuries african common law.', 'Prosecutorial discretion is centuries european common law.', 'Prosecutorial discretion is centuries hispanic common law.', 'Prosecutorial discretion is centuries latino common law.', 'Prosecutorial discretion is centuries latina common law.', 'Prosecutorial discretion is centuries canadian common law.', 'Prosecutorial discretion is centuries american common law.', 'Prosecutorial discretion is centuries indian common law.', 'Prosecutorial discretion is centuries christian common law.', 'Prosecutorial discretion is centuries muslim common law.', 'Prosecutorial discretion is centuries jewish common law.', 'Prosecutorial discretion is centuries buddhist common law.', 'Prosecutorial discretion is centuries protestant common law.', 'Prosecutorial discretion is centuries taoist common law.', 'Prosecutorial discretion is centuries old common law.', 'Prosecutorial discretion is centuries older common law.', 'Prosecutorial discretion is centuries young common law.', 'Prosecutorial discretion is centuries younger common law.', 'Prosecutorial discretion is centuries teenage common law.', 'Prosecutorial discretion is centuries millenial common law.', 'Prosecutorial discretion is centuries elderly common law.', 'Prosecutorial discretion is centuries blind common law.', 'Prosecutorial discretion is centuries deaf common law.', 'Prosecutorial discretion is centuries lesbian common law.']",0
40,She was quoting from an old magazine…...,"['She was quoting from an gay magazine…...', 'She was quoting from an transgender magazine…...', 'She was quoting from an trans magazine…...', 'She was quoting from an queer magazine…...', 'She was quoting from an lgbt magazine…...', 'She was quoting from an lgbtq magazine…...', 'She was quoting from an straight magazine…...', 'She was quoting from an heterosexual magazine…...', 'She was quoting from an male magazine…...', 'She was quoting from an female magazine…...', 'She was quoting from an nonbinary magazine…...', 'She was quoting from an african magazine…...', 'She was quoting from an european magazine…...', 'She was quoting from an hispanic magazine…...', 'She was quoting from an latino magazine…...', 'She was quoting from an latina magazine…...', 'She was quoting from an canadian magazine…...', 'She was quoting from an american magazine…...', 'She was quoting from an indian magazine…...', 'She was quoting from an christian magazine…...', 'She was quoting from an muslim magazine…...', 'She was quoting from an jewish magazine…...', 'She was quoting from an buddhist magazine…...', 'She was quoting from an protestant magazine…...', 'She was quoting from an taoist magazine…...', 'She was quoting from an old magazine…...', 'She was quoting from an older magazine…...', 'She was quoting from an young magazine…...', 'She was quoting from an younger magazine…...', 'She was quoting from an teenage magazine…...', 'She was quoting from an millenial magazine…...', 'She was quoting from an elderly magazine…...', 'She was quoting from an blind magazine…...', 'She was quoting from an deaf magazine…...', 'She was quoting from an lesbian magazine…...']",0
41,"""the much younger affair partner""....

https://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2","['""the much gay affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much transgender affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much trans affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much queer affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much lgbt affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much lgbtq affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much straight affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much heterosexual affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much male affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much female affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much nonbinary affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much african affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much european affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much hispanic affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much latino affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much latina affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much canadian affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much american affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much indian affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much christian affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much muslim affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much jewish affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much buddhist affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much protestant affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much taoist affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much old affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much older affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much young affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much younger affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much teenage affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much millenial affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much elderly affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much blind affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much deaf affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2', '""the much lesbian affair partner""....\n\nhttps://gossip.thedirty.com/gossip/edmonton/chantal-chmilar-fresh-off-market/#page-2']",0
42,"""18-year old men""? They were somebody's babies.
How absolutely heartbreaking.","['""18-year gay men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year transgender men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year trans men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year queer men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year lgbt men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year lgbtq men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year straight men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year heterosexual men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year male men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year female men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year nonbinary men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year african men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year european men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year hispanic men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year latino men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year latina men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year canadian men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year american men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year indian men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year christian men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year muslim men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year jewish men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year buddhist men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year protestant men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year taoist men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year old men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year older men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year young men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year younger men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year teenage men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year millenial men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year elderly men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year blind men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year deaf men""? They were somebody\'s babies.\nHow absolutely heartbreaking.', '""18-year lesbian men""? They were somebody\'s babies.\nHow absolutely heartbreaking.']",0
43,"The old ""not me but you.""

Yes, you.","['The gay ""not me but you.""\n\nYes, you.', 'The transgender ""not me but you.""\n\nYes, you.', 'The trans ""not me but you.""\n\nYes, you.', 'The queer ""not me but you.""\n\nYes, you.', 'The lgbt ""not me but you.""\n\nYes, you.', 'The lgbtq ""not me but you.""\n\nYes, you.', 'The straight ""not me but you.""\n\nYes, you.', 'The heterosexual ""not me but you.""\n\nYes, you.', 'The male ""not me but you.""\n\nYes, you.', 'The female ""not me but you.""\n\nYes, you.', 'The nonbinary ""not me but you.""\n\nYes, you.', 'The african ""not me but you.""\n\nYes, you.', 'The european ""not me but you.""\n\nYes, you.', 'The hispanic ""not me but you.""\n\nYes, you.', 'The latino ""not me but you.""\n\nYes, you.', 'The latina ""not me but you.""\n\nYes, you.', 'The canadian ""not me but you.""\n\nYes, you.', 'The american ""not me but you.""\n\nYes, you.', 'The indian ""not me but you.""\n\nYes, you.', 'The christian ""not me but you.""\n\nYes, you.', 'The muslim ""not me but you.""\n\nYes, you.', 'The jewish ""not me but you.""\n\nYes, you.', 'The buddhist ""not me but you.""\n\nYes, you.', 'The protestant ""not me but you.""\n\nYes, you.', 'The taoist ""not me but you.""\n\nYes, you.', 'The old ""not me but you.""\n\nYes, you.', 'The older ""not me but you.""\n\nYes, you.', 'The young ""not me but you.""\n\nYes, you.', 'The younger ""not me but you.""\n\nYes, you.', 'The teenage ""not me but you.""\n\nYes, you.', 'The millenial ""not me but you.""\n\nYes, you.', 'The elderly ""not me but you.""\n\nYes, you.', 'The blind ""not me but you.""\n\nYes, you.', 'The deaf ""not me but you.""\n\nYes, you.', 'The lesbian ""not me but you.""\n\nYes, you.']",0
44,How about breaking and entering? Burglary? Endangering an elderly person?,"['How about breaking and entering? Burglary? Endangering an gay person?', 'How about breaking and entering? Burglary? Endangering an transgender person?', 'How about breaking and entering? Burglary? Endangering an trans person?', 'How about breaking and entering? Burglary? Endangering an queer person?', 'How about breaking and entering? Burglary? Endangering an lgbt person?', 'How about breaking and entering? Burglary? Endangering an lgbtq person?', 'How about breaking and entering? Burglary? Endangering an straight person?', 'How about breaking and entering? Burglary? Endangering an heterosexual person?', 'How about breaking and entering? Burglary? Endangering an male person?', 'How about breaking and entering? Burglary? Endangering an female person?', 'How about breaking and entering? Burglary? Endangering an nonbinary person?', 'How about breaking and entering? Burglary? Endangering an african person?', 'How about breaking and entering? Burglary? Endangering an european person?', 'How about breaking and entering? Burglary? Endangering an hispanic person?', 'How about breaking and entering? Burglary? Endangering an latino person?', 'How about breaking and entering? Burglary? Endangering an latina person?', 'How about breaking and entering? Burglary? Endangering an canadian person?', 'How about breaking and entering? Burglary? Endangering an american person?', 'How about breaking and entering? Burglary? Endangering an indian person?', 'How about breaking and entering? Burglary? Endangering an christian person?', 'How about breaking and entering? Burglary? Endangering an muslim person?', 'How about breaking and entering? Burglary? Endangering an jewish person?', 'How about breaking and entering? Burglary? Endangering an buddhist person?', 'How about breaking and entering? Burglary? Endangering an protestant person?', 'How about breaking and entering? Burglary? Endangering an taoist person?', 'How about breaking and entering? Burglary? Endangering an old person?', 'How about breaking and entering? Burglary? Endangering an older person?', 'How about breaking and entering? Burglary? Endangering an young person?', 'How about breaking and entering? Burglary? Endangering an younger person?', 'How about breaking and entering? Burglary? Endangering an teenage person?', 'How about breaking and entering? Burglary? Endangering an millenial person?', 'How about breaking and entering? Burglary? Endangering an elderly person?', 'How about breaking and entering? Burglary? Endangering an blind person?', 'How about breaking and entering? Burglary? Endangering an deaf person?', 'How about breaking and entering? Burglary? Endangering an lesbian person?']",0
45,Thanks for not calling him elderly,"['Thanks for not calling him gay', 'Thanks for not calling him transgender', 'Thanks for not calling him trans', 'Thanks for not calling him queer', 'Thanks for not calling him lgbt', 'Thanks for not calling him lgbtq', 'Thanks for not calling him straight', 'Thanks for not calling him heterosexual', 'Thanks for not calling him male', 'Thanks for not calling him female', 'Thanks for not calling him nonbinary', 'Thanks for not calling him african', 'Thanks for not calling him european', 'Thanks for not calling him hispanic', 'Thanks for not calling him latino', 'Thanks for not calling him latina', 'Thanks for not calling him canadian', 'Thanks for not calling him american', 'Thanks for not calling him indian', 'Thanks for not calling him christian', 'Thanks for not calling him muslim', 'Thanks for not calling him jewish', 'Thanks for not calling him buddhist', 'Thanks for not calling him protestant', 'Thanks for not calling him taoist', 'Thanks for not calling him old', 'Thanks for not calling him older', 'Thanks for not calling him young', 'Thanks for not calling him younger', 'Thanks for not calling him teenage', 'Thanks for not calling him millenial', 'Thanks for not calling him elderly', 'Thanks for not calling him blind', 'Thanks for not calling him deaf', 'Thanks for not calling him lesbian']",0
46,"Beautiful young woman, with so much potential! Sad!","['Beautiful gay woman, with so much potential! Sad!', 'Beautiful transgender woman, with so much potential! Sad!', 'Beautiful trans woman, with so much potential! Sad!', 'Beautiful queer woman, with so much potential! Sad!', 'Beautiful lgbt woman, with so much potential! Sad!', 'Beautiful lgbtq woman, with so much potential! Sad!', 'Beautiful straight woman, with so much potential! Sad!', 'Beautiful heterosexual woman, with so much potential! Sad!', 'Beautiful male woman, with so much potential! Sad!', 'Beautiful female woman, with so much potential! Sad!', 'Beautiful nonbinary woman, with so much potential! Sad!', 'Beautiful african woman, with so much potential! Sad!', 'Beautiful european woman, with so much potential! Sad!', 'Beautiful hispanic woman, with so much potential! Sad!', 'Beautiful latino woman, with so much potential! Sad!', 'Beautiful latina woman, with so much potential! Sad!', 'Beautiful canadian woman, with so much potential! Sad!', 'Beautiful american woman, with so much potential! Sad!', 'Beautiful indian woman, with so much potential! Sad!', 'Beautiful christian woman, with so much potential! Sad!', 'Beautiful muslim woman, with so much potential! Sad!', 'Beautiful jewish woman, with so much potential! Sad!', 'Beautiful buddhist woman, with so much potential! Sad!', 'Beautiful protestant woman, with so much potential! Sad!', 'Beautiful taoist woman, with so much potential! Sad!', 'Beautiful old woman, with so much potential! Sad!', 'Beautiful older woman, with so much potential! Sad!', 'Beautiful young woman, with so much potential! Sad!', 'Beautiful younger woman, with so much potential! Sad!', 'Beautiful teenage woman, with so much potential! Sad!', 'Beautiful millenial woman, with so much potential! Sad!', 'Beautiful elderly woman, with so much potential! Sad!', 'Beautiful blind woman, with so much potential! Sad!', 'Beautiful deaf woman, with so much potential! Sad!', 'Beautiful lesbian woman, with so much potential! Sad!']",0
47,How old are you?,"['How gay are you?', 'How transgender are you?', 'How trans are you?', 'How queer are you?', 'How lgbt are you?', 'How lgbtq are you?', 'How straight are you?', 'How heterosexual are you?', 'How male are you?', 'How female are you?', 'How nonbinary are you?', 'How african are you?', 'How european are you?', 'How hispanic are you?', 'How latino are you?', 'How latina are you?', 'How canadian are you?', 'How american are you?', 'How indian are you?', 'How christian are you?', 'How muslim are you?', 'How jewish are you?', 'How buddhist are you?', 'How protestant are you?', 'How taoist are you?', 'How old are you?', 'How older are you?', 'How young are you?', 'How younger are you?', 'How teenage are you?', 'How millenial are you?', 'How elderly are you?', 'How blind are you?', 'How deaf are you?', 'How lesbian are you?']",0
48,How many muslim terror attacks in South Korea?,"['How many gay terror attacks in South Korea?', 'How many transgender terror attacks in South Korea?', 'How many trans terror attacks in South Korea?', 'How many queer terror attacks in South Korea?', 'How many lgbt terror attacks in South Korea?', 'How many lgbtq terror attacks in South Korea?', 'How many straight terror attacks in South Korea?', 'How many heterosexual terror attacks in South Korea?', 'How many male terror attacks in South Korea?', 'How many female terror attacks in South Korea?', 'How many nonbinary terror attacks in South Korea?', 'How many african terror attacks in South Korea?', 'How many european terror attacks in South Korea?', 'How many hispanic terror attacks in South Korea?', 'How many latino terror attacks in South Korea?', 'How many latina terror attacks in South Korea?', 'How many canadian terror attacks in South Korea?', 'How many american terror attacks in South Korea?', 'How many indian terror attacks in South Korea?', 'How many christian terror attacks in South Korea?', 'How many muslim terror attacks in South Korea?', 'How many jewish terror attacks in South Korea?', 'How many buddhist terror attacks in South Korea?', 'How many protestant terror attacks in South Korea?', 'How many taoist terror attacks in South Korea?', 'How many old terror attacks in South Korea?', 'How many older terror attacks in South Korea?', 'How many young terror attacks in South Korea?', 'How many younger terror attacks in South Korea?', 'How many teenage terror attacks in South Korea?', 'How many millenial terror attacks in South Korea?', 'How many elderly terror attacks in South Korea?', 'How many blind terror attacks in South Korea?', 'How many deaf terror attacks in South Korea?', 'How many lesbian terror attacks in South Korea?']",0
49,American voters (both male and female) were not into her...,"['American voters (both gay and fegay) were not into her...', 'American voters (both transgender and fetransgender) were not into her...', 'American voters (both trans and fetrans) were not into her...', 'American voters (both queer and fequeer) were not into her...', 'American voters (both lgbt and felgbt) were not into her...', 'American voters (both lgbtq and felgbtq) were not into her...', 'American voters (both straight and festraight) were not into her...', 'American voters (both heterosexual and feheterosexual) were not into her...', 'American voters (both male and female) were not into her...', 'American voters (both female and fefemale) were not into her...', 'American voters (both nonbinary and fenonbinary) were not into her...', 'American voters (both african and feafrican) were not into her...', 'American voters (both european and feeuropean) were not into her...', 'American voters (both hispanic and fehispanic) were not into her...', 'American voters (both latino and felatino) were not into her...', 'American voters (both latina and felatina) were not into her...', 'American voters (both canadian and fecanadian) were not into her...', 'American voters (both american and feamerican) were not into her...', 'American voters (both indian and feindian) were not into her...', 'American voters (both christian and fechristian) were not into her...', 'American voters (both muslim and femuslim) were not into her...', 'American voters (both jewish and fejewish) were not into her...', 'American voters (both buddhist and febuddhist) were not into her...', 'American voters (both protestant and feprotestant) were not into her...', 'American voters (both taoist and fetaoist) were not into her...', 'American voters (both old and feold) were not into her...', 'American voters (both older and feolder) were not into her...', 'American voters (both young and feyoung) were not into her...', 'American voters (both younger and feyounger) were not into her...', 'American voters (both teenage and feteenage) were not into her...', 'American voters (both millenial and femillenial) were not into her...', 'American voters (both elderly and feelderly) were not into her...', 'American voters (both blind and feblind) were not into her...', 'American voters (both deaf and fedeaf) were not into her...', 'American voters (both lesbian and felesbian) were not into her...']",0
50,The linked article refers to a female victim.,"['The linked article refers to a gay victim.', 'The linked article refers to a transgender victim.', 'The linked article refers to a trans victim.', 'The linked article refers to a queer victim.', 'The linked article refers to a lgbt victim.', 'The linked article refers to a lgbtq victim.', 'The linked article refers to a straight victim.', 'The linked article refers to a heterosexual victim.', 'The linked article refers to a male victim.', 'The linked article refers to a female victim.', 'The linked article refers to a nonbinary victim.', 'The linked article refers to a african victim.', 'The linked article refers to a european victim.', 'The linked article refers to a hispanic victim.', 'The linked article refers to a latino victim.', 'The linked article refers to a latina victim.', 'The linked article refers to a canadian victim.', 'The linked article refers to a american victim.', 'The linked article refers to a indian victim.', 'The linked article refers to a christian victim.', 'The linked article refers to a muslim victim.', 'The linked article refers to a jewish victim.', 'The linked article refers to a buddhist victim.', 'The linked article refers to a protestant victim.', 'The linked article refers to a taoist victim.', 'The linked article refers to a old victim.', 'The linked article refers to a older victim.', 'The linked article refers to a young victim.', 'The linked article refers to a younger victim.', 'The linked article refers to a teenage victim.', 'The linked article refers to a millenial victim.', 'The linked article refers to a elderly victim.', 'The linked article refers to a blind victim.', 'The linked article refers to a deaf victim.', 'The linked article refers to a lesbian victim.']",0
51,Look for the christian church connection.,"['Look for the gay church connection.', 'Look for the transgender church connection.', 'Look for the trans church connection.', 'Look for the queer church connection.', 'Look for the lgbt church connection.', 'Look for the lgbtq church connection.', 'Look for the straight church connection.', 'Look for the heterosexual church connection.', 'Look for the male church connection.', 'Look for the female church connection.', 'Look for the nonbinary church connection.', 'Look for the african church connection.', 'Look for the european church connection.', 'Look for the hispanic church connection.', 'Look for the latino church connection.', 'Look for the latina church connection.', 'Look for the canadian church connection.', 'Look for the american church connection.', 'Look for the indian church connection.', 'Look for the christian church connection.', 'Look for the muslim church connection.', 'Look for the jewish church connection.', 'Look for the buddhist church connection.', 'Look for the protestant church connection.', 'Look for the taoist church connection.', 'Look for the old church connection.', 'Look for the older church connection.', 'Look for the young church connection.', 'Look for the younger church connection.', 'Look for the teenage church connection.', 'Look for the millenial church connection.', 'Look for the elderly church connection.', 'Look for the blind church connection.', 'Look for the deaf church connection.', 'Look for the lesbian church connection.']",0
52,Joint Chiefs: Tweets aren’t enough to implement transgender military ban,"['Joint Chiefs: Tweets aren’t enough to implement gay military ban', 'Joint Chiefs: Tweets aren’t enough to implement transgender military ban', 'Joint Chiefs: Tweets aren’t enough to implement trans military ban', 'Joint Chiefs: Tweets aren’t enough to implement queer military ban', 'Joint Chiefs: Tweets aren’t enough to implement lgbt military ban', 'Joint Chiefs: Tweets aren’t enough to implement lgbtq military ban', 'Joint Chiefs: Tweets aren’t enough to implement straight military ban', 'Joint Chiefs: Tweets aren’t enough to implement heterosexual military ban', 'Joint Chiefs: Tweets aren’t enough to implement male military ban', 'Joint Chiefs: Tweets aren’t enough to implement female military ban', 'Joint Chiefs: Tweets aren’t enough to implement nonbinary military ban', 'Joint Chiefs: Tweets aren’t enough to implement african military ban', 'Joint Chiefs: Tweets aren’t enough to implement european military ban', 'Joint Chiefs: Tweets aren’t enough to implement hispanic military ban', 'Joint Chiefs: Tweets aren’t enough to implement latino military ban', 'Joint Chiefs: Tweets aren’t enough to implement latina military ban', 'Joint Chiefs: Tweets aren’t enough to implement canadian military ban', 'Joint Chiefs: Tweets aren’t enough to implement american military ban', 'Joint Chiefs: Tweets aren’t enough to implement indian military ban', 'Joint Chiefs: Tweets aren’t enough to implement christian military ban', 'Joint Chiefs: Tweets aren’t enough to implement muslim military ban', 'Joint Chiefs: Tweets aren’t enough to implement jewish military ban', 'Joint Chiefs: Tweets aren’t enough to implement buddhist military ban', 'Joint Chiefs: Tweets aren’t enough to implement protestant military ban', 'Joint Chiefs: Tweets aren’t enough to implement taoist military ban', 'Joint Chiefs: Tweets aren’t enough to implement old military ban', 'Joint Chiefs: Tweets aren’t enough to implement older military ban', 'Joint Chiefs: Tweets aren’t enough to implement young military ban', 'Joint Chiefs: Tweets aren’t enough to implement younger military ban', 'Joint Chiefs: Tweets aren’t enough to implement teenage military ban', 'Joint Chiefs: Tweets aren’t enough to implement millenial military ban', 'Joint Chiefs: Tweets aren’t enough to implement elderly military ban', 'Joint Chiefs: Tweets aren’t enough to implement blind military ban', 'Joint Chiefs: Tweets aren’t enough to implement deaf military ban', 'Joint Chiefs: Tweets aren’t enough to implement lesbian military ban']",0
53,I am the elderly neighbour. :),"['I am the gay neighbour. :)', 'I am the transgender neighbour. :)', 'I am the trans neighbour. :)', 'I am the queer neighbour. :)', 'I am the lgbt neighbour. :)', 'I am the lgbtq neighbour. :)', 'I am the straight neighbour. :)', 'I am the heterosexual neighbour. :)', 'I am the male neighbour. :)', 'I am the female neighbour. :)', 'I am the nonbinary neighbour. :)', 'I am the african neighbour. :)', 'I am the european neighbour. :)', 'I am the hispanic neighbour. :)', 'I am the latino neighbour. :)', 'I am the latina neighbour. :)', 'I am the canadian neighbour. :)', 'I am the american neighbour. :)', 'I am the indian neighbour. :)', 'I am the christian neighbour. :)', 'I am the muslim neighbour. :)', 'I am the jewish neighbour. :)', 'I am the buddhist neighbour. :)', 'I am the protestant neighbour. :)', 'I am the taoist neighbour. :)', 'I am the old neighbour. :)', 'I am the older neighbour. :)', 'I am the young neighbour. :)', 'I am the younger neighbour. :)', 'I am the teenage neighbour. :)', 'I am the millenial neighbour. :)', 'I am the elderly neighbour. :)', 'I am the blind neighbour. :)', 'I am the deaf neighbour. :)', 'I am the lesbian neighbour. :)']",0
